Source apportionment for 150 cities
commit eb21d3fb8ee65a2f44dc2b482efb077d3fdf8c40
emissions cdf = O:/Integrated_assessment/SHERPA/20170322_v18_SrrResults_PotencyBased/1_base_emissions/BC_emi_PM25_Y.nc
concentrations cdf = O:/Integrated_assessment/SHERPA/20170322_v18_SrrResults_PotencyBased/2_base_concentrations/BC_conc_PM25_Y.nc
model folder = O:/Integrated_assessment/SHERPA/20170322_v18_SrrResults_PotencyBased/3_source_receptors/SR_PM25_Y_20170322_potencyBased.nc
model;pollutant;target;source;snap;precursor;potential;relative_potential;potency;target_conc_basecase;delta_conc;DE
sherpa_chimere;PM25;Edinburgh;UK_International;7;NOx;4.535124e-02;5.504000e-01;1.261021e-08;8.239689e+00;2.267562e-02;1.798196e+06
sherpa_chimere;PM25;Edinburgh;UK_International;7;PPM;9.986460e-03;1.211995e-01;4.940874e-08;8.239689e+00;4.993230e-03;1.010596e+05
sherpa_chimere;PM25;Edinburgh;UK_International;7;SOx;2.591932e-04;3.145667e-03;1.857833e-08;8.239689e+00;1.295966e-04;6.975684e+03
sherpa_chimere;PM25;Edinburgh;UK_International;8;NH3;1.448738e-04;1.758243e-03;1.190671e-07;8.239689e+00;7.243688e-05;6.083704e+02
sherpa_chimere;PM25;Edinburgh;UK_International;8;NMVOC;-3.145493e-05;-3.817490e-04;-7.249440e-11;8.239689e+00;-1.572746e-05;2.169473e+05
sherpa_chimere;PM25;Edinburgh;UK_International;8;NOx;1.520033e-02;1.844770e-01;1.156319e-08;8.239689e+00;7.600165e-03;6.572724e+05
sherpa_chimere;PM25;Edinburgh;UK_International;8;PPM;4.273006e-03;5.185883e-02;4.344033e-08;8.239689e+00;2.136503e-03;4.918248e+04
sherpa_chimere;PM25;Edinburgh;UK_International;8;SOx;2.407743e-03;2.922129e-02;2.035857e-08;8.239689e+00;1.203872e-03;5.913341e+04
sherpa_chimere;PM25;Edinburgh;UK_International;9;NH3;1.686337e-02;2.046603e-01;1.193189e-07;8.239689e+00;8.431686e-03;7.066512e+04
sherpa_chimere;PM25;Edinburgh;UK_International;9;NMVOC;-5.652316e-06;-6.859866e-05;-6.251479e-11;8.239689e+00;-2.826158e-06;4.520784e+04
sherpa_chimere;PM25;Edinburgh;UK_International;9;NOx;4.277766e-05;5.191659e-04;1.079871e-08;8.239689e+00;2.138883e-05;1.980684e+03
sherpa_chimere;PM25;Edinburgh;UK_International;9;PPM;3.451500e-03;4.188871e-02;3.991640e-08;8.239689e+00;1.725750e-03;4.323411e+04
sherpa_chimere;PM25;Edinburgh;UK_International;9;SOx;6.788574e-05;8.238871e-04;3.239260e-08;8.239689e+00;3.394287e-05;1.047859e+03
sherpa_chimere;PM25;Eindhoven;Eindhoven_City;10;NH3;3.449113e-01;1.834125e+00;7.757339e-04;1.880522e+01;1.724556e-01;2.223129e+02
sherpa_chimere;PM25;Eindhoven;Eindhoven_City;10;NMVOC;6.022583e-05;3.202613e-04;8.696539e-05;1.880522e+01;3.011292e-05;3.462632e-01
sherpa_chimere;PM25;Eindhoven;Eindhoven_City;10;NOx;3.920011e-06;2.084534e-05;2.280310e-04;1.880522e+01;1.960005e-06;8.595344e-03
sherpa_chimere;PM25;Eindhoven;Eindhoven_City;10;PPM;9.331947e-03;4.962425e-02;3.685094e-03;1.880522e+01;4.665973e-03;1.266175e+00
sherpa_chimere;PM25;Eindhoven;Eindhoven_City;10;SOx;0.000000e+00;0.000000e+00;nan;1.880522e+01;0.000000e+00;nan
sherpa_chimere;PM25;Eindhoven;Eindhoven_City;1;NH3;0.000000e+00;0.000000e+00;nan;1.880522e+01;0.000000e+00;nan
sherpa_chimere;PM25;Eindhoven;Eindhoven_City;1;NMVOC;0.000000e+00;0.000000e+00;nan;1.880522e+01;0.000000e+00;nan
sherpa_chimere;PM25;Eindhoven;Eindhoven_City;1;NOx;0.000000e+00;0.000000e+00;nan;1.880522e+01;0.000000e+00;nan
sherpa_chimere;PM25;Eindhoven;Eindhoven_City;1;PPM;0.000000e+00;0.000000e+00;nan;1.880522e+01;0.000000e+00;nan
sherpa_chimere;PM25;Eindhoven;Eindhoven_City;1;SOx;0.000000e+00;0.000000e+00;nan;1.880522e+01;0.000000e+00;nan
sherpa_chimere;PM25;Eindhoven;Eindhoven_City;2;NH3;1.875001e-03;9.970643e-03;9.398242e-04;1.880522e+01;9.375004e-04;9.975275e-01
sherpa_chimere;PM25;Eindhoven;Eindhoven_City;2;NMVOC;1.499277e-02;7.972668e-02;1.085576e-04;1.880522e+01;7.496387e-03;6.905448e+01
sherpa_chimere;PM25;Eindhoven;Eindhoven_City;2;NOx;9.116251e-02;4.847725e-01;2.719717e-04;1.880522e+01;4.558126e-02;1.675956e+02
sherpa_chimere;PM25;Eindhoven;Eindhoven_City;2;PPM;1.368697e-01;7.278285e-01;4.387996e-03;1.880522e+01;6.843486e-02;1.559593e+01
sherpa_chimere;PM25;Eindhoven;Eindhoven_City;2;SOx;2.170041e-02;1.153957e-01;2.268279e-04;1.880522e+01;1.085021e-02;4.783454e+01
sherpa_chimere;PM25;Eindhoven;Eindhoven_City;3;NH3;0.000000e+00;0.000000e+00;nan;1.880522e+01;0.000000e+00;nan
sherpa_chimere;PM25;Eindhoven;Eindhoven_City;3;NMVOC;0.000000e+00;0.000000e+00;nan;1.880522e+01;0.000000e+00;nan
sherpa_chimere;PM25;Eindhoven;Eindhoven_City;3;NOx;0.000000e+00;0.000000e+00;nan;1.880522e+01;0.000000e+00;nan
sherpa_chimere;PM25;Eindhoven;Eindhoven_City;3;PPM;0.000000e+00;0.000000e+00;nan;1.880522e+01;0.000000e+00;nan
sherpa_chimere;PM25;Eindhoven;Eindhoven_City;3;SOx;0.000000e+00;0.000000e+00;nan;1.880522e+01;0.000000e+00;nan
sherpa_chimere;PM25;Eindhoven;Eindhoven_City;4;NH3;2.834644e-03;1.507371e-02;8.620863e-04;1.880522e+01;1.417322e-03;1.644060e+00
sherpa_chimere;PM25;Eindhoven;Eindhoven_City;4;NMVOC;5.612576e-03;2.984585e-02;9.830831e-05;1.880522e+01;2.806288e-03;2.854578e+01
sherpa_chimere;PM25;Eindhoven;Eindhoven_City;4;NOx;1.657688e-02;8.815045e-02;2.511735e-04;1.880522e+01;8.288441e-03;3.299887e+01
sherpa_chimere;PM25;Eindhoven;Eindhoven_City;4;PPM;8.311602e-02;4.419839e-01;4.119083e-03;1.880522e+01;4.155801e-02;1.008914e+01
sherpa_chimere;PM25;Eindhoven;Eindhoven_City;4;SOx;4.320467e-02;2.297483e-01;2.097260e-04;1.880522e+01;2.160234e-02;1.030026e+02
sherpa_chimere;PM25;Eindhoven;Eindhoven_City;5;NH3;0.000000e+00;0.000000e+00;nan;1.880522e+01;0.000000e+00;nan
sherpa_chimere;PM25;Eindhoven;Eindhoven_City;5;NMVOC;2.063755e-03;1.097437e-02;1.061972e-04;1.880522e+01;1.031877e-03;9.716612e+00
sherpa_chimere;PM25;Eindhoven;Eindhoven_City;5;NOx;0.000000e+00;0.000000e+00;nan;1.880522e+01;0.000000e+00;nan
sherpa_chimere;PM25;Eindhoven;Eindhoven_City;5;PPM;0.000000e+00;0.000000e+00;nan;1.880522e+01;0.000000e+00;nan
sherpa_chimere;PM25;Eindhoven;Eindhoven_City;5;SOx;0.000000e+00;0.000000e+00;nan;1.880522e+01;0.000000e+00;nan
sherpa_chimere;PM25;Eindhoven;Eindhoven_City;6;NH3;0.000000e+00;0.000000e+00;nan;1.880522e+01;0.000000e+00;nan
sherpa_chimere;PM25;Eindhoven;Eindhoven_City;6;NMVOC;3.762097e-02;2.000560e-01;1.033802e-04;1.880522e+01;1.881049e-02;1.819544e+02
sherpa_chimere;PM25;Eindhoven;Eindhoven_City;6;NOx;0.000000e+00;0.000000e+00;nan;1.880522e+01;0.000000e+00;nan
sherpa_chimere;PM25;Eindhoven;Eindhoven_City;6;PPM;0.000000e+00;0.000000e+00;nan;1.880522e+01;0.000000e+00;nan
sherpa_chimere;PM25;Eindhoven;Eindhoven_City;6;SOx;0.000000e+00;0.000000e+00;nan;1.880522e+01;0.000000e+00;nan
sherpa_chimere;PM25;Eindhoven;Eindhoven_City;7;NH3;4.194123e-02;2.230298e-01;9.648066e-04;1.880522e+01;2.097062e-02;2.173557e+01
sherpa_chimere;PM25;Eindhoven;Eindhoven_City;7;NMVOC;4.752789e-02;2.527378e-01;1.118494e-04;1.880522e+01;2.376394e-02;2.124638e+02
sherpa_chimere;PM25;Eindhoven;Eindhoven_City;7;NOx;3.600935e-01;1.914860e+00;2.786565e-04;1.880522e+01;1.800467e-01;6.461243e+02
sherpa_chimere;PM25;Eindhoven;Eindhoven_City;7;PPM;3.151234e-01;1.675723e+00;4.635980e-03;1.880522e+01;1.575617e-01;3.398670e+01
sherpa_chimere;PM25;Eindhoven;Eindhoven_City;7;SOx;4.886056e-04;2.598245e-03;2.323226e-04;1.880522e+01;2.443028e-04;1.051567e+00
sherpa_chimere;PM25;Eindhoven;Eindhoven_City;8;NH3;8.587941e-05;4.566787e-04;9.096274e-04;1.880522e+01;4.293970e-05;4.720582e-02
sherpa_chimere;PM25;Eindhoven;Eindhoven_City;8;NMVOC;6.672527e-03;3.548232e-02;1.033403e-04;1.880522e+01;3.336264e-03;3.228425e+01
sherpa_chimere;PM25;Eindhoven;Eindhoven_City;8;NOx;5.525380e-02;2.938217e-01;2.678002e-04;1.880522e+01;2.762690e-02;1.031624e+02
sherpa_chimere;PM25;Eindhoven;Eindhoven_City;8;PPM;6.308918e-02;3.354877e-01;4.360342e-03;1.880522e+01;3.154459e-02;7.234431e+00
sherpa_chimere;PM25;Eindhoven;Eindhoven_City;8;SOx;4.227356e-04;2.247970e-03;2.237130e-04;1.880522e+01;2.113678e-04;9.448168e-01
sherpa_chimere;PM25;Eindhoven;Eindhoven_City;9;NH3;2.002674e-02;1.064957e-01;3.092993e-04;1.880522e+01;1.001337e-02;3.237437e+01
sherpa_chimere;PM25;Eindhoven;Eindhoven_City;9;NMVOC;5.506915e-04;2.928398e-03;2.481148e-05;1.880522e+01;2.753458e-04;1.109751e+01
sherpa_chimere;PM25;Eindhoven;Eindhoven_City;9;NOx;1.590586e-05;8.458216e-05;1.039240e-04;1.880522e+01;7.952929e-06;7.652641e-02
sherpa_chimere;PM25;Eindhoven;Eindhoven_City;9;PPM;2.337930e-02;1.243235e-01;1.329715e-03;1.880522e+01;1.168965e-02;8.791094e+00
sherpa_chimere;PM25;Eindhoven;Eindhoven_City;9;SOx;1.472267e-05;7.829034e-05;8.875513e-05;1.880522e+01;7.361334e-06;8.293981e-02
sherpa_chimere;PM25;Eindhoven;Eindhoven_Comm;10;NH3;8.716518e-01;4.635160e+00;1.458863e-04;1.880522e+01;4.358259e-01;2.987436e+03
sherpa_chimere;PM25;Eindhoven;Eindhoven_Comm;10;NMVOC;9.859107e-05;5.242751e-04;9.734143e-06;1.880522e+01;4.929553e-05;5.064188e+00
sherpa_chimere;PM25;Eindhoven;Eindhoven_Comm;10;NOx;1.191187e-05;6.334343e-05;5.328073e-05;1.880522e+01;5.955934e-06;1.117840e-01
sherpa_chimere;PM25;Eindhoven;Eindhoven_Comm;10;PPM;2.115679e-02;1.125049e-01;5.715112e-04;1.880522e+01;1.057840e-02;1.850952e+01
sherpa_chimere;PM25;Eindhoven;Eindhoven_Comm;10;SOx;0.000000e+00;0.000000e+00;nan;1.880522e+01;0.000000e+00;nan
sherpa_chimere;PM25;Eindhoven;Eindhoven_Comm;1;NH3;0.000000e+00;0.000000e+00;nan;1.880522e+01;0.000000e+00;nan
sherpa_chimere;PM25;Eindhoven;Eindhoven_Comm;1;NMVOC;3.598155e-04;1.913381e-03;8.609303e-06;1.880522e+01;1.799077e-04;2.089690e+01
sherpa_chimere;PM25;Eindhoven;Eindhoven_Comm;1;NOx;5.028461e-03;2.673971e-02;5.032759e-05;1.880522e+01;2.514230e-03;4.995730e+01
sherpa_chimere;PM25;Eindhoven;Eindhoven_Comm;1;PPM;3.500367e-03;1.861381e-02;5.429328e-04;1.880522e+01;1.750184e-03;3.223573e+00
sherpa_chimere;PM25;Eindhoven;Eindhoven_Comm;1;SOx;3.575660e-03;1.901419e-02;4.367143e-05;1.880522e+01;1.787830e-03;4.093820e+01
sherpa_chimere;PM25;Eindhoven;Eindhoven_Comm;2;NH3;1.526571e-03;8.117806e-03;2.214284e-04;1.880522e+01;7.632855e-04;3.447099e+00
sherpa_chimere;PM25;Eindhoven;Eindhoven_Comm;2;NMVOC;8.612135e-03;4.579652e-02;1.821649e-05;1.880522e+01;4.306068e-03;2.363830e+02
sherpa_chimere;PM25;Eindhoven;Eindhoven_Comm;2;NOx;8.667088e-02;4.608875e-01;7.560870e-05;1.880522e+01;4.333544e-02;5.731542e+02
sherpa_chimere;PM25;Eindhoven;Eindhoven_Comm;2;PPM;1.245228e-01;6.621714e-01;8.254328e-04;1.880522e+01;6.226138e-02;7.542876e+01
sherpa_chimere;PM25;Eindhoven;Eindhoven_Comm;2;SOx;2.120348e-02;1.127532e-01;6.458998e-05;1.880522e+01;1.060174e-02;1.641391e+02
sherpa_chimere;PM25;Eindhoven;Eindhoven_Comm;3;NH3;3.963943e-06;2.107895e-05;1.356744e-04;1.880522e+01;1.981971e-06;1.460829e-02
sherpa_chimere;PM25;Eindhoven;Eindhoven_Comm;3;NMVOC;1.439031e-04;7.652295e-04;8.609303e-06;1.880522e+01;7.195153e-05;8.357416e+00
sherpa_chimere;PM25;Eindhoven;Eindhoven_Comm;3;NOx;5.480901e-03;2.914564e-02;5.032759e-05;1.880522e+01;2.740451e-03;5.445225e+01
sherpa_chimere;PM25;Eindhoven;Eindhoven_Comm;3;PPM;1.013660e-02;5.390313e-02;5.429328e-04;1.880522e+01;5.068300e-03;9.335041e+00
sherpa_chimere;PM25;Eindhoven;Eindhoven_Comm;3;SOx;2.277561e-03;1.211132e-02;4.367143e-05;1.880522e+01;1.138780e-03;2.607609e+01
sherpa_chimere;PM25;Eindhoven;Eindhoven_Comm;4;NH3;3.038371e-03;1.615706e-02;1.772863e-04;1.880522e+01;1.519185e-03;8.569107e+00
sherpa_chimere;PM25;Eindhoven;Eindhoven_Comm;4;NMVOC;4.045271e-03;2.151143e-02;1.359472e-05;1.880522e+01;2.022635e-03;1.487810e+02
sherpa_chimere;PM25;Eindhoven;Eindhoven_Comm;4;NOx;2.125512e-02;1.130278e-01;6.179341e-05;1.880522e+01;1.062756e-02;1.719854e+02
sherpa_chimere;PM25;Eindhoven;Eindhoven_Comm;4;PPM;7.855067e-02;4.177068e-01;7.469091e-04;1.880522e+01;3.927534e-02;5.258382e+01
sherpa_chimere;PM25;Eindhoven;Eindhoven_Comm;4;SOx;5.705015e-02;3.033741e-01;5.313371e-05;1.880522e+01;2.852507e-02;5.368546e+02
sherpa_chimere;PM25;Eindhoven;Eindhoven_Comm;5;NH3;0.000000e+00;0.000000e+00;nan;1.880522e+01;0.000000e+00;nan
sherpa_chimere;PM25;Eindhoven;Eindhoven_Comm;5;NMVOC;1.545876e-03;8.220462e-03;1.518529e-05;1.880522e+01;7.729378e-04;5.090044e+01
sherpa_chimere;PM25;Eindhoven;Eindhoven_Comm;5;NOx;0.000000e+00;0.000000e+00;nan;1.880522e+01;0.000000e+00;nan
sherpa_chimere;PM25;Eindhoven;Eindhoven_Comm;5;PPM;0.000000e+00;0.000000e+00;nan;1.880522e+01;0.000000e+00;nan
sherpa_chimere;PM25;Eindhoven;Eindhoven_Comm;5;SOx;0.000000e+00;0.000000e+00;nan;1.880522e+01;0.000000e+00;nan
sherpa_chimere;PM25;Eindhoven;Eindhoven_Comm;6;NH3;0.000000e+00;0.000000e+00;nan;1.880522e+01;0.000000e+00;nan
sherpa_chimere;PM25;Eindhoven;Eindhoven_Comm;6;NMVOC;2.787062e-02;1.482069e-01;1.455132e-05;1.880522e+01;1.393531e-02;9.576663e+02
sherpa_chimere;PM25;Eindhoven;Eindhoven_Comm;6;NOx;0.000000e+00;0.000000e+00;nan;1.880522e+01;0.000000e+00;nan
sherpa_chimere;PM25;Eindhoven;Eindhoven_Comm;6;PPM;0.000000e+00;0.000000e+00;nan;1.880522e+01;0.000000e+00;nan
sherpa_chimere;PM25;Eindhoven;Eindhoven_Comm;6;SOx;0.000000e+00;0.000000e+00;nan;1.880522e+01;0.000000e+00;nan
sherpa_chimere;PM25;Eindhoven;Eindhoven_Comm;7;NH3;3.116540e-02;1.657275e-01;2.237878e-04;1.880522e+01;1.558270e-02;6.963161e+01
sherpa_chimere;PM25;Eindhoven;Eindhoven_Comm;7;NMVOC;2.518324e-02;1.339163e-01;1.849293e-05;1.880522e+01;1.259162e-02;6.808885e+02
sherpa_chimere;PM25;Eindhoven;Eindhoven_Comm;7;NOx;3.150176e-01;1.675161e+00;7.476750e-05;1.880522e+01;1.575088e-01;2.106648e+03
sherpa_chimere;PM25;Eindhoven;Eindhoven_Comm;7;PPM;2.112463e-01;1.123339e+00;9.493077e-04;1.880522e+01;1.056232e-01;1.112634e+02
sherpa_chimere;PM25;Eindhoven;Eindhoven_Comm;7;SOx;4.382117e-04;2.330267e-03;6.411998e-05;1.880522e+01;2.191058e-04;3.417123e+00
sherpa_chimere;PM25;Eindhoven;Eindhoven_Comm;8;NH3;9.484722e-05;5.043665e-04;1.881446e-04;1.880522e+01;4.742361e-05;2.520593e-01
sherpa_chimere;PM25;Eindhoven;Eindhoven_Comm;8;NMVOC;4.944776e-03;2.629470e-02;1.450920e-05;1.880522e+01;2.472388e-03;1.704014e+02
sherpa_chimere;PM25;Eindhoven;Eindhoven_Comm;8;NOx;7.300309e-02;3.882066e-01;6.666244e-05;1.880522e+01;3.650155e-02;5.475579e+02
sherpa_chimere;PM25;Eindhoven;Eindhoven_Comm;8;PPM;6.142553e-02;3.266409e-01;8.013526e-04;1.880522e+01;3.071277e-02;3.832616e+01
sherpa_chimere;PM25;Eindhoven;Eindhoven_Comm;8;SOx;5.776474e-04;3.071740e-03;5.691851e-05;1.880522e+01;2.888237e-04;5.074338e+00
sherpa_chimere;PM25;Eindhoven;Eindhoven_Comm;9;NH3;1.058470e-01;5.628596e-01;3.092993e-04;1.880522e+01;5.292348e-02;1.711076e+02
sherpa_chimere;PM25;Eindhoven;Eindhoven_Comm;9;NMVOC;2.910560e-03;1.547741e-02;2.481148e-05;1.880522e+01;1.455280e-03;5.865348e+01
sherpa_chimere;PM25;Eindhoven;Eindhoven_Comm;9;NOx;8.406693e-05;4.470405e-04;1.039240e-04;1.880522e+01;4.203347e-05;4.044636e-01
sherpa_chimere;PM25;Eindhoven;Eindhoven_Comm;9;PPM;1.235662e-01;6.570846e-01;1.329715e-03;1.880522e+01;6.178309e-02;4.646341e+01
sherpa_chimere;PM25;Eindhoven;Eindhoven_Comm;9;SOx;7.781344e-05;4.137865e-04;8.875513e-05;1.880522e+01;3.890672e-05;4.383602e-01
sherpa_chimere;PM25;Eindhoven;Eindhoven_National;10;NH3;1.868954e+00;9.938485e+00;1.828723e-05;1.880522e+01;9.344768e-01;5.109995e+04
sherpa_chimere;PM25;Eindhoven;Eindhoven_National;10;NMVOC;1.475917e-04;7.848446e-04;9.086270e-07;1.880522e+01;7.379586e-05;8.121689e+01
sherpa_chimere;PM25;Eindhoven;Eindhoven_National;10;NOx;3.085192e-05;1.640604e-04;7.727395e-06;1.880522e+01;1.542596e-05;1.996269e+00
sherpa_chimere;PM25;Eindhoven;Eindhoven_National;10;PPM;4.143344e-02;2.203295e-01;6.644493e-05;1.880522e+01;2.071672e-02;3.117878e+02
sherpa_chimere;PM25;Eindhoven;Eindhoven_National;10;SOx;0.000000e+00;0.000000e+00;nan;1.880522e+01;0.000000e+00;nan
sherpa_chimere;PM25;Eindhoven;Eindhoven_National;1;NH3;1.416120e-02;7.530464e-02;1.509862e-05;1.880522e+01;7.080600e-03;4.689567e+02
sherpa_chimere;PM25;Eindhoven;Eindhoven_National;1;NMVOC;1.550864e-03;8.246986e-03;3.529215e-07;1.880522e+01;7.754318e-04;2.197179e+03
sherpa_chimere;PM25;Eindhoven;Eindhoven_National;1;NOx;2.005271e-01;1.066338e+00;4.690204e-06;1.880522e+01;1.002636e-01;2.137723e+04
sherpa_chimere;PM25;Eindhoven;Eindhoven_National;1;PPM;2.987897e-02;1.588866e-01;4.320312e-05;1.880522e+01;1.493949e-02;3.457965e+02
sherpa_chimere;PM25;Eindhoven;Eindhoven_National;1;SOx;3.714117e-02;1.975046e-01;5.026551e-06;1.880522e+01;1.857059e-02;3.694499e+03
sherpa_chimere;PM25;Eindhoven;Eindhoven_National;2;NH3;2.106078e-03;1.119943e-02;1.813627e-05;1.880522e+01;1.053039e-03;5.806261e+01
sherpa_chimere;PM25;Eindhoven;Eindhoven_National;2;NMVOC;6.989190e-03;3.716623e-02;7.542111e-07;1.880522e+01;3.494595e-03;4.633444e+03
sherpa_chimere;PM25;Eindhoven;Eindhoven_National;2;NOx;1.688032e-01;8.976401e-01;6.747739e-06;1.880522e+01;8.440158e-02;1.250813e+04
sherpa_chimere;PM25;Eindhoven;Eindhoven_National;2;PPM;1.719346e-01;9.142924e-01;5.420784e-05;1.880522e+01;8.596732e-02;1.585884e+03
sherpa_chimere;PM25;Eindhoven;Eindhoven_National;2;SOx;3.568746e-02;1.897743e-01;7.386291e-06;1.880522e+01;1.784373e-02;2.415791e+03
sherpa_chimere;PM25;Eindhoven;Eindhoven_National;3;NH3;1.616509e-04;8.596070e-04;7.961824e-06;1.880522e+01;8.082547e-05;1.015163e+01
sherpa_chimere;PM25;Eindhoven;Eindhoven_National;3;NMVOC;6.075121e-04;3.230551e-03;3.475500e-07;1.880522e+01;3.037561e-04;8.739924e+02
sherpa_chimere;PM25;Eindhoven;Eindhoven_National;3;NOx;9.260253e-02;4.924300e-01;4.879317e-06;1.880522e+01;4.630127e-02;9.489293e+03
sherpa_chimere;PM25;Eindhoven;Eindhoven_National;3;PPM;1.952751e-02;1.038409e-01;2.860721e-05;1.880522e+01;9.763756e-03;3.413040e+02
sherpa_chimere;PM25;Eindhoven;Eindhoven_National;3;SOx;2.603570e-02;1.384494e-01;4.243776e-06;1.880522e+01;1.301785e-02;3.067516e+03
sherpa_chimere;PM25;Eindhoven;Eindhoven_National;4;NH3;1.396936e-02;7.428448e-02;1.397411e-05;1.880522e+01;6.984679e-03;4.998299e+02
sherpa_chimere;PM25;Eindhoven;Eindhoven_National;4;NMVOC;1.188231e-02;6.318627e-02;6.017740e-07;1.880522e+01;5.941157e-03;9.872739e+03
sherpa_chimere;PM25;Eindhoven;Eindhoven_National;4;NOx;5.348764e-02;2.844298e-01;1.275195e-05;1.880522e+01;2.674382e-02;2.097234e+03
sherpa_chimere;PM25;Eindhoven;Eindhoven_National;4;PPM;1.851833e-01;9.847444e-01;3.709247e-05;1.880522e+01;9.259165e-02;2.496238e+03
sherpa_chimere;PM25;Eindhoven;Eindhoven_National;4;SOx;1.174757e-01;6.246977e-01;1.383500e-05;1.880522e+01;5.873787e-02;4.245599e+03
sherpa_chimere;PM25;Eindhoven;Eindhoven_National;5;NH3;0.000000e+00;0.000000e+00;nan;1.880522e+01;0.000000e+00;nan
sherpa_chimere;PM25;Eindhoven;Eindhoven_National;5;NMVOC;4.080392e-03;2.169819e-02;4.313202e-07;1.880522e+01;2.040196e-03;4.730120e+03
sherpa_chimere;PM25;Eindhoven;Eindhoven_National;5;NOx;0.000000e+00;0.000000e+00;nan;1.880522e+01;0.000000e+00;nan
sherpa_chimere;PM25;Eindhoven;Eindhoven_National;5;PPM;0.000000e+00;0.000000e+00;nan;1.880522e+01;0.000000e+00;nan
sherpa_chimere;PM25;Eindhoven;Eindhoven_National;5;SOx;0.000000e+00;0.000000e+00;nan;1.880522e+01;0.000000e+00;nan
sherpa_chimere;PM25;Eindhoven;Eindhoven_National;6;NH3;0.000000e+00;0.000000e+00;nan;1.880522e+01;0.000000e+00;nan
sherpa_chimere;PM25;Eindhoven;Eindhoven_National;6;NMVOC;3.540564e-02;1.882757e-01;5.842325e-07;1.880522e+01;1.770282e-02;3.030099e+04
sherpa_chimere;PM25;Eindhoven;Eindhoven_National;6;NOx;0.000000e+00;0.000000e+00;nan;1.880522e+01;0.000000e+00;nan
sherpa_chimere;PM25;Eindhoven;Eindhoven_National;6;PPM;0.000000e+00;0.000000e+00;nan;1.880522e+01;0.000000e+00;nan
sherpa_chimere;PM25;Eindhoven;Eindhoven_National;6;SOx;0.000000e+00;0.000000e+00;nan;1.880522e+01;0.000000e+00;nan
sherpa_chimere;PM25;Eindhoven;Eindhoven_National;7;NH3;5.536908e-02;2.944347e-01;1.361330e-05;1.880522e+01;2.768454e-02;2.033639e+03
sherpa_chimere;PM25;Eindhoven;Eindhoven_National;7;NMVOC;2.420829e-02;1.287318e-01;6.106877e-07;1.880522e+01;1.210415e-02;1.982052e+04
sherpa_chimere;PM25;Eindhoven;Eindhoven_National;7;NOx;7.486457e-01;3.981053e+00;6.155018e-06;1.880522e+01;3.743228e-01;6.081588e+04
sherpa_chimere;PM25;Eindhoven;Eindhoven_National;7;PPM;3.084378e-01;1.640171e+00;4.817910e-05;1.880522e+01;1.542189e-01;3.200950e+03
sherpa_chimere;PM25;Eindhoven;Eindhoven_National;7;SOx;1.092801e-03;5.811162e-03;5.523828e-06;1.880522e+01;5.464007e-04;9.891704e+01
sherpa_chimere;PM25;Eindhoven;Eindhoven_National;8;NH3;3.037658e-04;1.615327e-03;1.345323e-05;1.880522e+01;1.518829e-04;1.128970e+01
sherpa_chimere;PM25;Eindhoven;Eindhoven_National;8;NMVOC;6.393917e-03;3.400076e-02;5.414272e-07;1.880522e+01;3.196959e-03;5.904688e+03
sherpa_chimere;PM25;Eindhoven;Eindhoven_National;8;NOx;3.606917e-01;1.918041e+00;6.152998e-06;1.880522e+01;1.803458e-01;2.931024e+04
sherpa_chimere;PM25;Eindhoven;Eindhoven_National;8;PPM;1.428838e-01;7.598096e-01;4.872693e-05;1.880522e+01;7.144192e-02;1.466169e+03
sherpa_chimere;PM25;Eindhoven;Eindhoven_National;8;SOx;7.066447e-03;3.757706e-02;2.606087e-06;1.880522e+01;3.533223e-03;1.355758e+03
sherpa_chimere;PM25;Eindhoven;Eindhoven_National;9;NH3;1.174209e-01;6.244058e-01;1.191744e-05;1.880522e+01;5.871043e-02;4.926428e+03
sherpa_chimere;PM25;Eindhoven;Eindhoven_National;9;NMVOC;6.904747e-04;3.671719e-03;6.115436e-07;1.880522e+01;3.452374e-04;5.645344e+02
sherpa_chimere;PM25;Eindhoven;Eindhoven_National;9;NOx;1.572838e-04;8.363841e-04;4.995689e-06;1.880522e+01;7.864192e-05;1.574196e+01
sherpa_chimere;PM25;Eindhoven;Eindhoven_National;9;PPM;1.203798e-01;6.401404e-01;5.136829e-05;1.880522e+01;6.018989e-02;1.171732e+03
sherpa_chimere;PM25;Eindhoven;Eindhoven_National;9;SOx;1.605793e-04;8.539081e-04;5.342927e-06;1.880522e+01;8.028963e-05;1.502728e+01
sherpa_chimere;PM25;Eindhoven;NL_International;10;NH3;1.445481e+00;7.686595e+00;4.081881e-07;1.880522e+01;7.227404e-01;1.770606e+06
sherpa_chimere;PM25;Eindhoven;NL_International;10;NMVOC;1.353740e-04;7.198748e-04;1.310102e-09;1.880522e+01;6.768700e-05;5.166545e+04
sherpa_chimere;PM25;Eindhoven;NL_International;10;NOx;5.749639e-04;3.057470e-03;3.526426e-08;1.880522e+01;2.874819e-04;8.152217e+03
sherpa_chimere;PM25;Eindhoven;NL_International;10;PPM;7.875582e-02;4.187977e-01;4.365867e-07;1.880522e+01;3.937791e-02;9.019493e+04
sherpa_chimere;PM25;Eindhoven;NL_International;10;SOx;1.308059e-04;6.955829e-04;3.552796e-08;1.880522e+01;6.540293e-05;1.840886e+03
