,CCITY_CODE,NUTS_Lv0,ALL_NUTS_Lv0,Total
Transport,9.904740715952354,5.942545804005916,1.2786928553836885,17.12597937534196
Industry,4.590286619179309,11.873744599580395,2.581451558713748,19.045482777473453
Agriculture,0.4295853970286122,16.143006166370604,13.356351769429882,29.9289433328291
Residential,0.9469297070226567,1.5328967987830282,0.5611722357106614,3.040998741516346
Other,4.531576306384141,3.221659350409088,0.864078494900062,8.617314151693291
Natural,0.0,0.0,0.0,16.011995315551758
